geo,zemlja,godina,pokazatelj,pokazatelj_hr,eurostat_dataset,vrijednost,jedinica,status_api,obs_status,conf_status,vrijednost_dostupna
LT,Litva,2025,udio_stanovnistva_65_plus,Udio stanovništva u dobi od 65 ili više godina,demo_pjanind,20.9,PC,bez_objavljene_oznake,bez_objavljene_oznake,bez_objavljene_oznake,da
LU,Luksemburg,2025,udio_stanovnistva_65_plus,Udio stanovništva u dobi od 65 ili više godina,demo_pjanind,15.2,PC,bez_objavljene_oznake,bez_objavljene_oznake,bez_objavljene_oznake,da
MT,Malta,2025,udio_stanovnistva_65_plus,Udio stanovništva u dobi od 65 ili više godina,demo_pjanind,18.4,PC,bez_objavljene_oznake,bez_objavljene_oznake,bez_objavljene_oznake,da
NL,Nizozemska,2025,udio_stanovnistva_65_plus,Udio stanovništva u dobi od 65 ili više godina,demo_pjanind,20.8,PC,bez_objavljene_oznake,bez_objavljene_oznake,bez_objavljene_oznake,da
PL,Poljska,2025,udio_stanovnistva_65_plus,Udio stanovništva u dobi od 65 ili više godina,demo_pjanind,21.0,PC,ep,ep,bez_objavljene_oznake,da
PT,Portugal,2025,udio_stanovnistva_65_plus,Udio stanovništva u dobi od 65 ili više godina,demo_pjanind,24.3,PC,bez_objavljene_oznake,bez_objavljene_oznake,bez_objavljene_oznake,da
RO,Rumunjska,2025,udio_stanovnistva_65_plus,Udio stanovništva u dobi od 65 ili više godina,demo_pjanind,20.3,PC,e,e,bez_objavljene_oznake,da
SK,Slovačka,2025,udio_stanovnistva_65_plus,Udio stanovništva u dobi od 65 ili više godina,demo_pjanind,18.8,PC,bez_objavljene_oznake,bez_objavljene_oznake,bez_objavljene_oznake,da
SI,Slovenija,2025,udio_stanovnistva_65_plus,Udio stanovništva u dobi od 65 ili više godina,demo_pjanind,22.1,PC,bez_objavljene_oznake,bez_objavljene_oznake,bez_objavljene_oznake,da
ES,Španjolska,2025,udio_stanovnistva_65_plus,Udio stanovništva u dobi od 65 ili više godina,demo_pjanind,20.7,PC,bez_objavljene_oznake,bez_objavljene_oznake,bez_objavljene_oznake,da
SE,Švedska,2025,udio_stanovnistva_65_plus,Udio stanovništva u dobi od 65 ili više godina,demo_pjanind,20.8,PC,bez_objavljene_oznake,bez_objavljene_oznake,bez_objavljene_oznake,da
